Id,PostTypeId,AcceptedAnswerId,creationDate,CurrentDate,Days,Score,ViewCount,Body,LastActivityDate,Title,Tags,AnswerCount,CommentCount,Class
48617101,1,,5/2/2018,23-10-2020,991,1,1731,"<p>I have a textbox (tb_pcode) that user must enter the personnel code. This is a part of my code :</p>

<pre><code>   declare
      n varchar2(20);
   begin
      select name into n
      from pers e
      where e.pcode = :tb_pcode;
    exception 
    when no_data_found then
        apex_error.add_error (
        p_message          =&gt; 'No person found!',
        p_display_location =&gt; apex_error.c_inline_in_notification );
    end;
</code></pre>

<p>but this lines ignore at all and no message display.</p>

<pre><code>    apex_error.add_error (
    p_message          =&gt; 'No person found!',
    p_display_location =&gt; apex_error.c_inline_in_notification );
</code></pre>

<p>Why?!</p>
",2/14/2019 9:49,Oracle Apex error handling,<oracle><error-handling><oracle-apex>,1,3,0
56629098,1,61103066,17-06-2019,23-10-2020,494,1,138,"<p>I am using ADF Faces components in my WebLayer.While using the dateComponent </p>

<p>I am getting some faces message error.Pls find my jsf code</p>

<pre><code>&lt;af:inputDate label=""Date"" value=""#{innerRow.dateValue}""
              maxValue=""#{innerRow.maxValue}""
              minValue=""#{innerRow.minValue}""  
              valueChangeListener=""#{pageFlowScope.myBean.valuechangeMethod}""
              converter=""javax.faces.DateTime""&gt;
    &lt;af:convertDateTime pattern=""#{innerRow.datePattern}""/&gt;
&lt;/af:inputDate&gt;
</code></pre>

<p>In valuechange method following code is written</p>

<pre><code>valueChangeEvent.getComponent().processUpdates(FacesContext.getCurrentInstance()
</code></pre>

<p>Other attributes are from my ManagedBean class</p>

<pre><code>public class MyBean{
  private Date dateValue;
  private Date maxValue;
  private Date minValue;
  private String datePattern;
  // getter &amp; setter
}
</code></pre>

<p>Whenever I am trying to pick any date from the calendar I am moving into exception</p>

<pre><code>java.lang.NullPointerException
    at oracle.adfinternal.view.faces.renderkit.rich.SimpleInputDateRenderer._setupChooseDate(SimpleInputDateRenderer.java:1561)
    at oracle.adfinternal.view.faces.renderkit.rich.SimpleInputDateRenderer._setupPopupChooser(SimpleInputDateRenderer.java:1675)
    at oracle.adfinternal.view.faces.renderkit.rich.SimpleInputDateRenderer.decodeInternal(SimpleInputDateRenderer.java:99)
    at oracle.adfinternal.view.faces.renderkit.rich.LabeledInputRenderer.decodeInternal(LabeledInputRenderer.java:74)
    at oracle.adf.view.rich.render.RichRenderer.decode(RichRenderer.java:399)
    at org.apache.myfaces.trinidad.render.CoreRenderer.decode(CoreRenderer.java:305)
    at org.apache.myfaces.trinidad.component.UIXComponentBase.__rendererDecode(UIXComponentBase.java:1750)
</code></pre>

<p>Can anyone has any solution to this????</p>
",4/8/2020 14:24,af:inputDate :: getting ADFFacesMessage error,<java><oracle-adf>,1,1,0
56638575,1,,17-06-2019,23-10-2020,494,2,325,"<p>I created an SSIS package to copy data from one Oracle table to another Oracle table. Each table is in a different database.</p>

<p>I'm getting this error for every single column of the source table: </p>

<blockquote>
  <p>ERROR [HY010] [Oracle][ODBC]Function sequence error </p>
</blockquote>

<p>This is the screenshot. </p>

<p><a href=""https://i.stack.imgur.com/p8xYu.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/p8xYu.png"" alt=""enter image description here""></a></p>

<p>I have no idea what this means. I've also researched but I haven't seen anything that has helped me.</p>

<p>How can I fix this? I did read that an alternative is to create a linked server.</p>

<p>I wanted to add that the ODBC driver was created with a <a href=""https://i.stack.imgur.com/exVPk.png"" rel=""nofollow noreferrer"">relatively recent Oracle 12 driver</a>, so I'm not sure why <code>VARCHAR2</code> columns would not be supported. </p>

<p>Also wanted to point out that the Windows server where the Oracle DB is 64-bit (Windows Server 2008) and Visual Studio 2008 (where the SSIS package is created) is 32-bit. That's why the driver has ""_32"" at the end.</p>
",6/18/2019 21:55,HY010 Oracle ODBC Function sequence error in SSIS?,<oracle><ssis><odbc><etl><ssis-2008>,1,3,0
48656565,1,,7/2/2018,23-10-2020,989,1,474,"<p>I'm trying to execute the block below in Oracle PL/SQL:</p>

<pre><code>declare
    cursor c1 is
        select cod_art, to_number(to_char(fecha, 'q')) fech, sum(unidades) suma 
        from tventas  
        group by cod_art, to_number(to_char(fecha, 'q'))
        order by cod_art;    
begin
    for i in c1 loop
        dbms_output.put_line(i.fech);
    end loop;
end;
</code></pre>

<p>If I run the <code>select</code> of the cursor on its own, everything is okay, but when I run the whole block it throws an error <em>""not a group by expression""</em>. </p>

<pre><code>Informe de error -
ORA-00979: not a GROUP BY expression
ORA-06512: at line 3
ORA-06512: at line 8
</code></pre>

<p>I tried removing <code>""to_number(to_char(...)""</code> and it works, also I found out that if I remove the for loop it runs too but none of these results are what I need, I comment them just because I suppose that it can help. Any idea?</p>

<p>Test data setup:</p>

<pre><code>create table tventas(
   cod_art number(4),
   fecha date,
   unidades number(4)
);

insert into tventas values (0001, date '2012-01-01', 100);
insert into tventas values (0001, date '2012-02-02', 10);
insert into tventas values (0001, date '2012-10-10', 30);
insert into tventas values (0002, date '2012-06-06', 200);
insert into tventas values (0002, date '2012-06-06', 40);
insert into tventas values (0002, date '2012-12-12', 50);
</code></pre>
",2/7/2018 15:22,not a Group by expression error in cursor but not in select maybe because of date?,<oracle><plsql><group-by><cursor>,2,6,0
16348420,1,16353220,2/5/2013,23-10-2020,2731,1,145,"<p>This query runs fine in Oracle SQL developer but throws an error in the code while debugging. It throws an error: Not a valid month. Why the same query would run fine in SQL developer but break in the code?</p>

<p>Request Date is Date datatype 01-JAN-13 Format
Request Time is Char datatype 10:11:12 Format</p>

<pre><code>SELECT 
TO_TIMESTAMP((TASKTB.REQUESTDATE || TASKTB.REQUESTTIME), 'DD.MM.YY:HH24:MI:SS') ""Scheduled Time"", 
FROM
 TASKTB.TaskType, 
WHERE ( TASKTB.TASKTYPE = LISTTB.VALUE ) 
</code></pre>
",5/3/2013 6:50,Oracle error:Throws Not a Valid Month error in debugger but runs fine in Oracle SQL developer,<oracle-sqldeveloper>,1,3,0
8458806,1,8458893,10/12/2011,23-10-2020,3240,14,37180,"<p>i am trying trying to get a query from oracle table called ""sys.all_objects"" 
into a string variable, so then i can give it to ""dbms_obfuscation_toolkit.DESEncrypt"" as input, after than encrypted string will go in to ""utl_file"" so i can write it into a txt file.</p>

<p>Here's the problem, when i try to query with this code;</p>

<pre><code>DECLARE
TYPE name_array is array(50) OF varchar2(100);
var_input  name_array; 

BEGIN
SELECT owner
  INTO var_input
  FROM sys.all_objects;

  FOR i IN var_input.FIRST .. var_input.LAST
    LOOP
        dbms_output.put_line(var_input(i));
    END LOOP;
END;
</code></pre>

<p>and the error is;</p>

<pre><code>ORA-06550: line 7, column 12:
PLS-00642: local collection types not allowed in SQL statements
</code></pre>

<p>any idea  about geting through this issue ?</p>

<p>for the ones who want to see the full code ;</p>

<pre><code>CREATE OR REPLACE DIRECTORY data AS 'd:\folder';
GRANT read, write ON DIRECTORY data TO PUBLIC;

DECLARE
var_input  varchar2(64) := 'Rndminpt';
var_key    varchar2(16) := 'Anahtar1'; 
var_enc    varchar2(1024);
var_dec    varchar2(1024);
var_file   utl_file.file_type;

BEGIN

-- (query part)

    dbms_obfuscation_toolkit.DESEncrypt(
        input_string     =&gt;  var_input,
        key_string       =&gt;  var_key,
        encrypted_string =&gt;  var_enc);
    dbms_output.put_line('Encrypted...');

var_file := utl_file.fopen('DATA','textfile.txt','W');            
    utl_file.put_line(var_file,var_enc);
    utl_file.fclose(var_file);        
dbms_output.put_line('Writen in to text... ');      
END;
</code></pre>
",3/30/2015 15:06,"""local collection types not allowed"" error in PL/SQL ORA-06550",<sql><oracle><plsql><ora-06550>,2,0,1
8458716,1,8458811,10/12/2011,23-10-2020,3240,1,17850,"<p>I am getting the below error for the PL/SQL block I executed.</p>

<blockquote>
  <p>ORA-06550: line 16, column 1: PLS-00103: Encountered the symbol
  ""EXCEPTION"" when expecting one of the following:<br><br></p>
</blockquote>

<p>My anonymous procedure below was working fine until I included the <code>user defined exception e_nonrented</code>. Which checks if the value of <code>bindvariable :g_movie_id=2..</code> If that is the case it throws an exception... </p>

<p>Below is the code:</p>

<pre><code>VARIABLE g_movie_id NUMBER EXEC :g_movie_id := 2
DECLARE v_count NUMBER;
v_movieid NUMBER;
v_title mm_movie.movie_title%TYPE;
e_nonrented

 EXCEPTION;
BEGIN
  SELECT m.movie_title,
    COUNT(r.rental_id),
    r.movie_id
  INTO v_title,
    v_count,
    v_movieid
  FROM mm_movie m,
    mm_rental r
  WHERE m.movie_id = r.movie_id
   AND m.movie_id = :g_movie_id
  GROUP BY m.movie_title,
    r.movie_id;
  DBMS_OUTPUT.PUT_LINE(v_title || ': ' || v_count);

  IF :g_movie_id = 2 THEN
    RAISE e_nonrented;

  EXCEPTION
  WHEN no_data_found THEN
    DBMS_OUTPUT.PUT_LINE('there is no movie id for: ' || :g_movie_id);
  WHEN e_nonrented THEN
    DBMS_OUTPUT.PUT_LINE(' Movie with Id ');
  END;
</code></pre>
",9/25/2015 14:01,"PLS-00103: Encountered the symbol ""EXCEPTION"" error while checking for a value in the bind variable",<oracle><plsql><ora-06550>,1,0,1
8474674,1,,12/12/2011,23-10-2020,3238,2,6568,"<p>The below code is giving a mutating error.
Can any1 pls help in solving this.</p>

<pre><code>    CREATE OR REPLACE TRIGGER aso_quote_cuhk_trigger
    BEFORE INSERT
    ON aso.aso_quote_headers_all
    FOR EACH ROW
    BEGIN
     UPDATE aso.aso_quote_headers_all
     SET quote_expiration_date=sysdate+90
     where quote_header_id=:new.quote_header_id;
    END;
    /
</code></pre>
",4/22/2013 5:32,Mutating error on after insert trigger,<oracle><plsql>,2,1,0
48772486,1,48774546,13-02-2018,23-10-2020,983,2,36,"<p>I want to get 2016 and 2017 average cost group by agencyname. But I cannot get the result and I am not sure the error.  Thanks for the help.</p>

<p>The table is </p>

<pre><code> Agencyname  Agencyid   Timesheetcost   projectyear
   companya  1          500             2016
   companya  1          600             2016
   companyb  2          700             2017
   companyb  2          800             201[7][1]
</code></pre>

<p>output want to be </p>

<pre><code>   agencyname   agencyid    2016_averagecost    2017_averagecost    
   companya     1           500                 600 
   companyb     2          700                  800 
</code></pre>

<p>Query is:</p>

<pre><code>select a.AGENCYNAME,a.projectyear,avg(a.timesheetcost),b.AGENCYNAME, b.projectyear,avg(b.timesheetcost)from table a, table b
where a.PROJECTYEAR = 2017 or b.PROJECTYEAR=2016;
group by a.AGENCYNAME,b.AGENCYNAME;
</code></pre>
",2/13/2018 20:34,Try to list two year cost in one table error Can not get result,<sql><oracle>,1,2,0
32477803,1,,9/9/2015,23-10-2020,1871,2,661,"<p>I have the following object structure (simplified a bit...), where a user is given a role, the role belongs to one or more groups, and each group has a set of privileges (with names). Since a privilege can belong to many groups and a group can contain many roles, the structure is like this:</p>

<blockquote>
  <p>User -> Role ->> RoleToGroup -> Group - >> GroupToPrivilege ->
  Privilege(->> = list):</p>
</blockquote>

<p>I need to find out if there are any users that has a privilege with the name ""name"".</p>

<p>I try the following Linq statement, which I thought would give me the correct answer:</p>

<pre><code>DbContext.RootObject.Where (x =&gt; x.Role.RoleToGroup.Any(y =&gt; y.Group.GroupToPrivilege.Any(z=&gt; z.Privilege.Name == ""Name"")))
</code></pre>

<p>This gives the following sql:</p>

<pre><code>SELECT 
""Extent1"".""ROLE_ID"" AS ""ROLE_ID"", 
FROM ""USER"" ""Extent1""
WHERE ( EXISTS (SELECT 
    1 AS ""C1""
    FROM ( SELECT 
    ""Extent2"".""GROUPS_ID"" AS ""GROUPS_ID""
    FROM ""ROLETOGROUP"" ""Extent2""
    WHERE (""Extent1"".""ROLE_ID"" = ""Extent2"".""ROLE_ID"")
)  ""Project1""
WHERE ( EXISTS (SELECT 
    1 AS ""C1""
    FROM  ""GROUPTOPRIVILEGE"" ""Extent3""
    INNER ""PRIVILEGE"" ""Extent4"" ON ""Extent3"".""PRIVILEGES_ID"" = ""Extent4"".""ID""
    WHERE ((""Project1"".""GROUPS_ID"" = ""Extent3"".""GROUP_ID"") AND ('Name' = ""Extent4"".""NAME""))
    ))
))
</code></pre>

<p>When run, I get the following error:</p>

<p><strong>ORA-00904: ""Extent1"".""ROLE_ID"": invalid identifier</strong></p>

<p>If I remove the ""Exten1""-part of the query, it runs ok:</p>

<pre><code>SELECT 
""Extent1"".""ROLE_ID"" AS ""ROLE_ID"", 
FROM ""USER"" ""Extent1""
WHERE ( EXISTS (SELECT 
1 AS ""C1""
FROM ( SELECT 
    ""Extent2"".""GROUPS_ID"" AS ""GROUPS_ID""
    FROM ""ROLETOGROUP"" ""Extent2""
    WHERE (""ROLE_ID"" = ""Extent2"".""ROLE_ID"")
)  ""Project1""
WHERE ( EXISTS (SELECT 
    1 AS ""C1""
    FROM  ""GROUPTOPRIVILEGE"" ""Extent3""
    INNER ""PRIVILEGE"" ""Extent4"" ON ""Extent3"".""PRIVILEGES_ID"" = ""Extent4"".""ID""
    WHERE ((""Project1"".""GROUPS_ID"" = ""Extent3"".""GROUP_ID"") AND ('Name' = ""Extent4"".""NAME""))
    ))
))
</code></pre>

<p>But how can I make Entity Framework do the same thing with Linq?</p>
",11/14/2019 11:27,LINQ to Entity Framework error with nested many-to-many relationships,<c#><oracle><entity-framework><linq>,2,0,0
